Diario,Tipo_de_pieza,Interactividad,Soporte,Número_de_fuentes,Número_de_fuentes_label,Tipo_de_fuente,Número_de_visualizaciones,Número_de_visualizaciones_label,Deporte,Autor,Clásico,Perfil_del_autor,Fecha,Titular,Enlace final copiado
Mundo Deportivo,Especial,Estática,Digital,0,No se indica,Ninguna,1,Una,Fútbol,Gabriel Sans/ Departamento infografía,No,Periodista y departamento de infografía,26/11/2019,Una extraordinaria historia de 700 partidos,<a href='https://www.mundodeportivo.com/futbol/fc-barcelona/20191125/471834492362/barca-messi-700-partidos.html' target='_blank'>'Una extraordinaria historia de 700 partidos'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Agust?n Mart?n,No,Periodista,23/11/2019,La media ya ofrece gol,<a href='https://as.com/futbol/2019/11/24/primera/1574556444_683875.html' target='_blank'>'La media ya ofrece gol'</a><br/>
As,Artículo de datos,Estática,Papel y digital,1,Una,Externa,0,Ninguna,Golf,Jorge Noguera,No,Periodista,24/11/2019,Una carrera mete?rica: los n?meros de Jon Rahm,<a href='https://as.com/masdeporte/2019/11/24/golf/1574612474_927768.html' target='_blank'>'Una carrera mete?rica: los n?meros de Jon Rahm'</a><br/>
Marca,Artículo de datos,Estática,Papel y digital,1,Una,Externa,0,Ninguna,Golf,Gerardo Riquelme,No,Periodista,24/11/2019,El a?o en el que Jon Rahm salt? a la constelaci?n mundial,<a href='https://www.marca.com/golf/2019/11/24/5dda7fe9268e3eb94a8b45f9.html' target='_blank'>'El a?o en el que Jon Rahm salt? a la constelaci?n mundial'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Redacci?n,No,Periodista,24/11/2019,"El Madrid, invicto ante equipos franceses en la Champions","<a href='https://www.mundodeportivo.com/futbol/real-madrid/20191124/471832964944/real-madrid-psg-futbol-liga-de-campeones-ucl.html' target='_blank'>'El Madrid, invicto ante equipos franceses en la Champions'</a><br/>"
Sport,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Andr?s J. Gimeno,No,Periodista,24/11/2019,El Bar?a s? brilla en precisi?n,<a href='https://www.sport.es/es/noticias/barca/barcelona-brilla-precision-7749001' target='_blank'>'El Bar?a s? brilla en precisi?n'</a><br/>
Mundo Deportivo,Especial,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,?ngel P?rez,No,Periodista,03/12/2019,Los retos pendientes de Leo Messi,<a href='https://www.mundodeportivo.com/futbol/fc-barcelona/20191203/472043470453/fc-barcelona-barca-leo-messi-retos.html' target='_blank'>'Los retos pendientes de Leo Messi'</a><br/>
Sport,Predicción,Estática,Papel y digital,1,Una,Externa,0,Ninguna,Fútbol,Javier Giraldo,No,Periodista,25/11/2019,Primer sondeo en la cuenta atr?s hacia el Bal?n de Oro,<a href='https://www.sport.es/es/noticias/barca/primer-sondeo-cuenta-atras-hacia-balon-oro-7750126' target='_blank'>'Primer sondeo en la cuenta atr?s hacia el Bal?n de Oro'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Marc Bernad,No,Periodista,25/11/2019,Mart? no cae y sella el mejor inicio de un t?cnico en el Girona,<a href='https://as.com/futbol/2019/11/25/segunda/1574703771_941504.html' target='_blank'>'Mart? no cae y sella el mejor inicio de un t?cnico en el Girona'</a><br/>
Mundo Deportivo,Especial,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,?ngel P?rez,No,Periodista,03/12/2019,Los r?cords de Leo Messi,<a href='https://www.mundodeportivo.com/futbol/fc-barcelona/20191203/472043153193/fc-barcelona-barca-leo-messi-records.html' target='_blank'>'Los r?cords de Leo Messi'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Javier Hern?ndez,No,Periodista,25/11/2019,"Trebisonda, el viaje m?s largo en la historia del Getafe","<a href='https://as.com/futbol/2019/11/24/primera/1574624416_767343.html' target='_blank'>'Trebisonda, el viaje m?s largo en la historia del Getafe'</a><br/>"
As,Artículo de datos,Estática,Digital,1,Una,Externa,0,Ninguna,Fórmula 1,Manuel Franco,No,Periodista,25/11/2019,Alonso: tercero de la historia y deber?a haber ganado diez t?tulos,<a href='https://as.com/motor/2019/11/25/formula_1/1574677301_868349.html' target='_blank'>'Alonso: tercero de la historia y deber?a haber ganado diez t?tulos'</a><br/>
Mundo Deportivo,Especial,Estática,Papel y digital,0,No se indica,Ninguna,1,Una,Fútbol,Gabriel Sans/ Departamento infografía,No,Periodista y departamento de infografía,09/12/2019,El rey del hat-trick,<a href='https://www.mundodeportivo.com/futbol/fc-barcelona/20191208/472118887845/messi-el-rey-del-hat-trick.html' target='_blank'>'El rey del hat-trick'</a><br/><b>Visualización en papel:</b><a href='https://imgur.com/pnvLV4V' target='_blank'>'https://imgur.com/pnvLV4V'</a>
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol ,Ander Barroso,No,Periodista,25/11/2019,Ipurua ya no asusta,<a href='https://www.marca.com/futbol/eibar/2019/11/25/5ddc191c46163fc3af8b4585.html' target='_blank'>'Ipurua ya no asusta'</a><br/>
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Baloncesto,Redacci?n,No,Periodista,25/11/2019,"Doncic, la historia a sus pies: segundo m?s joven en encadenar cuatro partidos con 30+","<a href='https://www.marca.com/baloncesto/nba/2019/11/25/5ddb1cf4ca4741fe2b8b457e.html' target='_blank'>'Doncic, la historia a sus pies: segundo m?s joven en encadenar cuatro partidos con 30+'</a><br/>"
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Tenis,Joan Solsona,No,Periodista,25/11/2019,"Nadal, el tenista r?cord","<a href='https://www.marca.com/tenis/copa-davis/2019/11/24/5dda6dccca4741d24e8b4620.html' target='_blank'>'Nadal, el tenista r?cord'</a><br/>"
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Baloncesto,Redacci?n,No,Periodista,25/11/2019,"Jordan, Robertson, Westbrook, LeBron, Magic, West... y Luka Doncic","<a href='https://www.mundodeportivo.com/baloncesto/nba/20191125/471843054085/jordan-robertson-westbrook-lebron-magic-west-y-luka-doncic.html' target='_blank'>'Jordan, Robertson, Westbrook, LeBron, Magic, West... y Luka Doncic'</a><br/>"
Mundo Deportivo,Artículo de datos,Estática,Digital,1,Una,Externa,0,Ninguna,Fútbol,Chema G.Fuente,No,Periodista,25/11/2019,La sorprendente marca que tiene el Atl?tico en las primeras partes,<a href='https://www.mundodeportivo.com/futbol/atletico-madrid/20191125/471846307110/la-sorprendente-marca-que-tiene-el-atletico-en-las-primeras-partes.html' target='_blank'>'La sorprendente marca que tiene el Atl?tico en las primeras partes'</a><br/>
Marca,Visualización,Interactiva,Papel y digital,2,Dos,Interna y externa,11,Tres o más,Fútbol,Redacci?n/ Departamento infografía,No,Equipo multidisciplinar,25/11/2019,Benzema sigue lanzado a por su primer Pichichi,<a href='https://www.marca.com/futbol/premios-marca/2019/11/25/5ddb6b6de2704e1f0d8b45a4.html' target='_blank'>'Benzema sigue lanzado a por su primer Pichichi'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Jaume Miserachs,No,Periodista,25/11/2019,Benzema marca con todo,<a href='https://www.mundodeportivo.com/futbol/real-madrid/20191125/471847889035/benzema-goles-izquierda-derecha-cabeza-real-madrid.html' target='_blank'>'Benzema marca con todo'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,1,Una,Externa,0,Ninguna,Fútbol,Jordi Santamar?a,No,Periodista,25/11/2019,Fekir establece el r?cord de remates en un partido,<a href='https://www.mundodeportivo.com/futbol/betis/20191125/471846061348/betis-fekir.html' target='_blank'>'Fekir establece el r?cord de remates en un partido'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Jaume Miserachs,No,Periodista,25/11/2019,El Espanyol m?s joven de la Liga,<a href='https://www.mundodeportivo.com/futbol/rcd-espanyol/20191125/471846060748/espanyol-joven-media-edad.html' target='_blank'>'El Espanyol m?s joven de la Liga'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Jordi Santamar?a,No,Periodista,25/11/2019,El Betis de Rubi remonta m?s que nadie,<a href='https://www.mundodeportivo.com/futbol/betis/20191125/471845084224/betis-rubi.html' target='_blank'>'El Betis de Rubi remonta m?s que nadie'</a><br/>
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol ,?scar Badallo,No,Periodista,25/11/2019,Ya no aguanta las ventajas,<a href='https://www.marca.com/futbol/real-sociedad/2019/11/25/5ddad6d9ca474133298b4595.html' target='_blank'>'Ya no aguanta las ventajas'</a><br/>
As,Previa,Estática,Papel y digital,0,No se indica,Ninguna,1,Una,Fútbol ,Agust?n Mart?n/ Miguel ?ngel Fern?ndez,No,Periodista y departamento de infografía,26/11/2019,Los Cinco Magn?ficos,<a href='https://as.com/futbol/2019/11/25/champions/1574715977_698574.html' target='_blank'>'Los Cinco Magn?ficos'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol ,Alberto Mart?nez,No,Periodista,26/11/2019,Las lesiones: 35% m?s que el curso pasado,<a href='https://as.com/futbol/2019/11/25/primera/1574703145_587292.html' target='_blank'>'Las lesiones: 35% m?s que el curso pasado'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol ,Conrado Valle,No,Periodista,26/11/2019,Lampard lidera el Chelsea m?s austero de la era Abramovich,<a href='https://as.com/futbol/2019/11/25/champions/1574714739_120735.html' target='_blank'>'Lampard lidera el Chelsea m?s austero de la era Abramovich'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol ,Diego Mart?n,No,Periodista,26/11/2019,El C?diz es el mejor l?der de la historia,<a href='https://as.com/futbol/2019/11/25/segunda/1574716738_474546.html' target='_blank'>'El C?diz es el mejor l?der de la historia'</a><br/>
Marca,Especial,Estática,Papel,0,No se indica,Ninguna,2,Dos,Fútbol,Santiago Siguero/ R.G.,No,Periodista y departamento de infografía,21/11/2019,29 lesiones? y 14 t?tulos de blanco,<a href='https://imgur.com/ujAAwlV' target='_blank'>'29 lesiones? y 14 t?tulos de blanco'</a><br/>
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,1,Una,Fútbol ,Felipe Olcina,No,Periodista y departamento de infografía,26/11/2019,Un Karim demoledor,<a href='https://www.marca.com/futbol/real-madrid/2019/11/26/5ddc493722601dd54f8b461b.html' target='_blank'>'Un Karim demoledor'</a><br/><b>Visualización en papel:</b><a href='https://imgur.com/Ptjn1wu' target='_blank'>'https://imgur.com/Ptjn1wu'</a>
Marca,Artículo de datos,Estática,Papel,0,No se indica,Ninguna,0,Ninguna,Fútbol ,Juanma Velasco,No,Periodista,26/11/2019,La Liga de Garitano,<a href='https://imgur.com/Rb5a4iB' target='_blank'>'La Liga de Garitano'</a><br/>
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,4,Tres o más,Baloncesto,Jos? Luis Mart?nez/ Martina Gil,No,Periodista y departamento de infografía,26/11/2019,La leyenda Magic Johnson coloca a un Doncic de r?cord segundo en la carrera por el MVP,<a href='https://www.marca.com/baloncesto/nba/2019/11/26/5ddcba63ca4741e6488b4607.html' target='_blank'>'La leyenda Magic Johnson coloca a un Doncic de r?cord segundo en la carrera por el MVP'</a><br/>
Marca,Especial,Estática,Papel,0,No se indica,Ninguna,2,Dos,Fútbol,Jon Prada/ Martina Gil,No,Periodista y departamento de infografía,21/11/2019,?Vuelve Mourinho!,<a href='https://imgur.com/o3ceR9U' target='_blank'>'?Vuelve Mourinho!'</a><br/>
Mundo Deportivo,Artículo de datos,Interactiva,Papel y digital,0,No se indica,Ninguna,1,Una,Baloncesto,Juli?n Felipo,No,Periodista,18/11/2019,"James Harden, una m?quina de anotar","<a href='https://www.mundodeportivo.com/baloncesto/nba/20191118/471728171134/james-harden-una-maquina-de-anotar.html' target='_blank'>'James Harden, una m?quina de anotar'</a><br/>"
Marca,Especial,Estática,Digital,0,No se indica,Ninguna,2,Dos,Fútbol sala,?scar Garc?a/ Departamento de infografía,No,Periodista y departamento de infografía,25/11/2019,Ricardinho anuncia que dejar? el Movistar Inter en junio,<a href='https://www.marca.com/futbol/futbol-sala/2019/11/25/5ddc3332e2704e70808b45e9.html' target='_blank'>'Ricardinho anuncia que dejar? el Movistar Inter en junio'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Javier Mata,No,Periodista,26/11/2019,Este Villarreal ya es el que m?s goles recibe a estas alturas,<a href='https://as.com/futbol/2019/11/26/primera/1574773581_429836.html' target='_blank'>'Este Villarreal ya es el que m?s goles recibe a estas alturas'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Antonio Gallardo,No,Periodista,26/11/2019,V?ctor busca once: 17 alineaciones diferentes en 17 partidos,<a href='https://as.com/futbol/2019/11/26/segunda/1574807684_009842.html' target='_blank'>'V?ctor busca once: 17 alineaciones diferentes en 17 partidos'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Maite Mart?n,No,Periodista,26/11/2019,Paco a?n no ha repetido once,<a href='https://as.com/futbol/2019/11/26/segunda/1574801389_133453.html' target='_blank'>'Paco a?n no ha repetido once'</a><br/>
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,V?ctor Franch,No,Periodista,26/11/2019,Submarino torpedeado,<a href='https://www.marca.com/futbol/villarreal/2019/11/26/5ddcd78ae2704e26028b4572.html' target='_blank'>'Submarino torpedeado'</a><br/>
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Pedro Fern?ndez,No,Periodista,26/11/2019,El 75% de los goles del Racing los marcan los media punta,<a href='https://www.marca.com/futbol/racing-santander/2019/11/26/5ddd5339e2704ea2158b45a9.html' target='_blank'>'El 75% de los goles del Racing los marcan los media punta'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Jaume Miserachs,No,Periodista,26/11/2019,El Granada rentabiliza el bal?n mejor que nadie,<a href='https://www.mundodeportivo.com/futbol/granada/20191126/471883847883/granada-posesion-clasificacion.html' target='_blank'>'El Granada rentabiliza el bal?n mejor que nadie'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Jaume Miserachs,No,Periodista,26/11/2019,El Getafe mejora los n?meros del curso pasado,<a href='https://www.mundodeportivo.com/futbol/getafe/20191126/471882744029/getafe-mejora-numeros.html' target='_blank'>'El Getafe mejora los n?meros del curso pasado'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Redacci?n,No,Periodista,26/11/2019,El ?once? m?s joven y el quinto m?s valioso de la jornada de Liga,<a href='https://www.mundodeportivo.com/futbol/real-sociedad/20191126/471880328746/el-once-mas-joven-y-el-quinto-mas-valioso-de-la-jornada-de-liga.html' target='_blank'>'El ?once? m?s joven y el quinto m?s valioso de la jornada de Liga'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,1,Una,Fútbol,?ngel L?pez/ Departamento de infografía,No,Periodista y departamento de infografía,26/11/2019,M?s marcha en Anoeta,<a href='https://www.mundodeportivo.com/futbol/real-sociedad/20191126/471865668751/mas-marcha-en-anoeta.html' target='_blank'>'M?s marcha en Anoeta'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,1,Una,Externa,0,Ninguna,Fútbol,Nil Sol?,No,Periodista,26/11/2019,"Stuani, el factor diferencial para el Girona","<a href='https://www.mundodeportivo.com/futbol/liga-segunda-division/20191126/471887763688/stuani-el-factor-diferencial-para-el-girona.html' target='_blank'>'Stuani, el factor diferencial para el Girona'</a><br/>"
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Francisco Villaescusa,No,Periodista,26/11/2019,"Todas las victorias del Albacete son por 1-0, si no...","<a href='https://www.marca.com/futbol/albacete/2019/11/26/5ddd4b6ae2704e03a98b45a3.html' target='_blank'>'Todas las victorias del Albacete son por 1-0, si no...'</a><br/>"
Mundo Deportivo,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Juan Pelegr?n,No,Periodista,27/11/2019,"Lopetegui, con el mejor porcentaje de victorias","<a href='https://www.mundodeportivo.com/futbol/sevilla/20191126/471875459101/lopetegui-sevilla-victorias.html' target='_blank'>'Lopetegui, con el mejor porcentaje de victorias'</a><br/>"
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,3,Tres o más,Fútbol,Felipe Olcina/ Departamento infografía,No,Periodista y departamento de infografía,27/11/2019,Zidane da caza a Mou,<a href='https://www.marca.com/futbol/real-madrid/2019/11/28/5de0054a22601d6b3d8b456d.html' target='_blank'>'Zidane da caza a Mou'</a><br/>
Marca,Especial,Estática,Papel y digital,1,Una,Interna,4,Tres o más,Fútbol,Luis F. Rojo / David Pecker/ Martina Gil,No,Equipo multidisciplinar,27/11/2019,16 temporadas para la historia,<a href='https://www.marca.com/claro-mx/futbol-internacional/la-liga/2019/11/27/5dde9311ca47418f668b45d1.html' target='_blank'>'16 temporadas para la historia'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Redacci?n,No,Periodista,27/11/2019,El Atl?tico menos goleador y menos ganador de la Era Simeone,<a href='https://www.mundodeportivo.com/futbol/atletico-madrid/20191127/471917787565/el-atletico-menos-goleador-y-menos-ganador-de-la-era-simeone.html' target='_blank'>'El Atl?tico menos goleador y menos ganador de la Era Simeone'</a><br/>
Mundo Deportivo,Previa,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Mikel Encinas,No,Periodista,27/11/2019,"Anoeta, la asignatura pendiente del Eibar","<a href='https://www.mundodeportivo.com/futbol/real-sociedad/20191127/471922082953/anoeta-la-asignatura-pendiente-del-eibar.html' target='_blank'>'Anoeta, la asignatura pendiente del Eibar'</a><br/>"
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Carlos Zaballa,No,Periodista,27/11/2019,El selecto club de Dani Garc?a,<a href='https://www.mundodeportivo.com/futbol/athletic-bilbao/20191127/471918121012/athletic-dani-garcia-liga-futbol-primera-valjent-estupinan-kiko-olivas-porteros-gaizka-garitano-eduardo-berizzo.html' target='_blank'>'El selecto club de Dani Garc?a'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Francisco Javier Mart?n del Campo,No,Periodista,27/11/2019,"La paradoja del Legan?s: concede poco, pero le marcan mucho","<a href='https://as.com/futbol/2019/11/27/primera/1574838399_985478.html' target='_blank'>'La paradoja del Legan?s: concede poco, pero le marcan mucho'</a><br/>"
As,Artículo de datos,Estática,Digital,1,Una,Externa,0,Ninguna,Fútbol,Iv?n Molero,No,Periodista,27/11/2019,El Espanyol es el ?nico invicto entre 215 equipos europeos,<a href='https://as.com/futbol/2019/11/27/uefa/1574844061_260204.html' target='_blank'>'El Espanyol es el ?nico invicto entre 215 equipos europeos'</a><br/>
As,Previa,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Marc Bernad,No,Periodista,27/11/2019,"Ferencvaros, invicto en Budapest ante equipos espa?oles","<a href='https://as.com/futbol/2019/11/28/uefa/1574941546_527608.html' target='_blank'>'Ferencvaros, invicto en Budapest ante equipos espa?oles'</a><br/>"
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Manu de Juan,No,Periodista,28/11/2019,Zidane 'caza' a Mourinho,<a href='https://as.com/futbol/2019/11/27/primera/1574890161_270744.html' target='_blank'>'Zidane 'caza' a Mourinho'</a><br/>
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,1,Una,Moto GP,Jaime Mart?n/ Departamento de infografía,No,Periodista y departamento de infografía,28/11/2019,Y eso que Marc M?rquez ya no es el que m?s se cae,<a href='https://www.marca.com/motor/motogp/2019/11/28/5ddeac1922601dcb4b8b4632.html' target='_blank'>'Y eso que Marc M?rquez ya no es el que m?s se cae'</a><br/>
As,Artículo de datos,Estática,Digital,2,Dos,Interna y externa,3,Tres o más,Fútbol,Miguel ?ngel Fern?ndez,No,Departamento de infografía,28/11/2019,Por qu? Fabinho es determinante en el Liverpool de Klopp,<a href='https://as.com/futbol/2019/11/27/internacional/1574868084_083200.html?id_externo_rsoc=comp_tw' target='_blank'>'Por qu? Fabinho es determinante en el Liverpool de Klopp'</a><br/>
Sport,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Alejandro Alc?zar,No,Periodista,28/11/2019,"Zidane, a un paso de superar a Mourinho","<a href='https://www.sport.es/es/noticias/real-madrid/zidane-paso-superar-mourinho-7754362' target='_blank'>'Zidane, a un paso de superar a Mourinho'</a><br/>"
Mundo Deportivo,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Ciclismo,Carles Piedrabuena,No,Periodista,28/11/2019,En ca?da libre,<a href='https://www.mundodeportivo.com/ciclismo/20191130/471954059612/el-ciclismo-espanol-en-caida-libre.html' target='_blank'>'En ca?da libre'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Agust?n Mart?n,No,Periodista,28/11/2019,Benzema proyecta 47 goles si sigue a este ritmo,<a href='https://as.com/futbol/2019/11/27/champions/1574816363_539351.html' target='_blank'>'Benzema proyecta 47 goles si sigue a este ritmo'</a><br/>
Mundo Deportivo,Previa,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Manuel Bru?a,No,Periodista,27/11/2019,Al Real Madrid no le sienta bien jugar por las ma?anas,<a href='https://www.mundodeportivo.com/futbol/real-madrid/20191128/471922846947/real-madrid-alaves-liga.html' target='_blank'>'Al Real Madrid no le sienta bien jugar por las ma?anas'</a><br/>
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Joel Sebasti?n,No,Periodista,28/11/2019,"Stuani, un Pichichi a ritmo bestial","<a href='https://www.marca.com/futbol/girona/2019/11/28/5ddd1516ca4741234e8b460f.html' target='_blank'>'Stuani, un Pichichi a ritmo bestial'</a><br/>"
As,Artículo de datos,Estática,Papel,0,No se indica,Ninguna,0,Ninguna,Fútbol,Alex Biescas,No,Periodista,29/11/2019,La intensidad de Mart? ya se nota en las cifras,<a href='https://imgur.com/lSgM72N' target='_blank'>'La intensidad de Mart? ya se nota en las cifras'</a><br/>
Marca,Artículo de datos,Estática,Papel y digital,1,Una,Interna,3,Tres o más,Fútbol,Pablo Polo/ Rafa Molina/ Martina Gil,No,Equipo multidisciplinar,29/11/2019,M?s goleador y m?s titular que nunca,<a href='https://www.marca.com/futbol/real-madrid/2019/11/29/5de01ab022601deb668b459f.html' target='_blank'>'M?s goleador y m?s titular que nunca'</a><br/>
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,2,Dos,Fútbol,David G. Molina/ Departamento infografía,No,Periodista y departamento de infografía,29/11/2019,El ?ltimo muro de Simeone,<a href='https://www.marca.com/futbol/atletico/2019/11/29/5de000aa46163fce7e8b461b.html' target='_blank'>'El ?ltimo muro de Simeone'</a><br/>
Sport,Artículo de datos,Estática,Papel ,0,No se indica,Ninguna,1,Una,Fútbol,Iv?n San Antonio/ Marc Creus,No,Periodista y departamento de infografía,29/11/2019,Las lesiones de Demb?l?,<a href='https://imgur.com/vzZuOBT' target='_blank'>'Las lesiones de Demb?l?'</a><br/>
Sport,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Alejandro Alc?nzar,No,Periodista,29/11/2019,Zidane alcanza a Mourinho,<a href='https://www.sport.es/es/noticias/real-madrid/zidane-paso-superar-mourinho-7754362' target='_blank'>'Zidane alcanza a Mourinho'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,1,Una,Fútbol,Pablo Planas/ Roger Cuartielles,No,Periodista y departamento de infografía,29/11/2019,Hist?rico Lewandowski: poker de goles y a ritmo de r?cord,<a href='https://www.mundodeportivo.com/futbol/champions-league/20191126/471898866697/historico-lewandowski-poker-de-goles-y-a-ritmo-de-record.html' target='_blank'>'Hist?rico Lewandowski: poker de goles y a ritmo de r?cord'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Carlos Forjanes,No,Periodista,29/11/2019,Vinicius s?lo ha jugado el 9% de los minutos este mes...,<a href='https://as.com/futbol/2019/11/29/primera/1575032875_072350.html' target='_blank'>'Vinicius s?lo ha jugado el 9% de los minutos este mes...'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Juan Jim?nez,No,Periodista,29/11/2019,"Messi y Su?rez, la sociedad aplastante del Barcelona","<a href='https://as.com/futbol/2019/11/29/primera/1575045866_446930.html' target='_blank'>'Messi y Su?rez, la sociedad aplastante del Barcelona'</a><br/>"
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,L. Lara/ M. C. Torres,No,Periodista,30/11/2019,"Luis Su?rez, al servicio de Messi","<a href='https://www.marca.com/futbol/barcelona/2019/11/30/5de1495d22601d860f8b460c.html' target='_blank'>'Luis Su?rez, al servicio de Messi'</a><br/>"
As,Previa,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Mister Chip,No,Periodista,30/11/2019,La Eurocopa lleva disputados 392 partidos,<a href='https://as.com/futbol/2019/11/29/eurocopa/1575059543_164985.html' target='_blank'>'La Eurocopa lleva disputados 392 partidos'</a><br/>
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,M. Carmen Torres,No,Periodista,30/11/2019,"Peligro, el Bar?a hace las maletas","<a href='https://www.marca.com/futbol/barcelona/2019/11/30/5de143a822601d02428b45a7.html' target='_blank'>'Peligro, el Bar?a hace las maletas'</a><br/>"
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Roc?o Guevara,No,Periodista,30/11/2019,Sobrado' de gol,<a href='https://www.marca.com/futbol/sevilla/2019/11/30/5de22ce146163fc1968b45f4.html' target='_blank'>'Sobrado' de gol'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,C.G. Fuente,No,Periodista,30/11/2019,El delantero con m?s peso anotador de la 'era Simeone',<a href='https://www.mundodeportivo.com/futbol/atletico-madrid/20191129/471946619084/griezmann-el-delantero-con-mas-peso-goleador-de-toda-la-era-simeone.html' target='_blank'>'El delantero con m?s peso anotador de la 'era Simeone''</a><br/>
