Diario,Tipo_de_pieza,Interactividad,Soporte,Número_de_fuentes,Número_de_fuentes_label,Tipo_de_fuente,Número_de_visualizaciones,Número_de_visualizaciones_label,Deporte,Autor,Clásico,Perfil_del_autor,Fecha,Titular,Enlace final copiado
Mundo Deportivo,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Redacci?n,No,Periodista,29/11/2019,El Levante no conoce la victoria a domicilio con Estrada Fern?ndez,<a href='https://www.mundodeportivo.com/futbol/20191128/471927462912/el-levante-no-conoce-la-victoria-a-domicilio-con-estrada-fernandez.html' target='_blank'>'El Levante no conoce la victoria a domicilio con Estrada Fern?ndez'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,1,Una,Fútbol,Sergi Sol?/ Departamento de infografía,No,Periodista y departamento de infografía,20/11/2019,"Griezmann, a la altura de Fontaine y Papin","<a href='https://www.mundodeportivo.com/futbol/fc-barcelona/20191118/471725926581/griezmann-a-la-altura-de-fontaine-y-papin.html' target='_blank'>'Griezmann, a la altura de Fontaine y Papin'</a><br/><b>Visualización en papel:</b><a href='https://imgur.com/4aMRVH8' target='_blank'>'https://imgur.com/4aMRVH8'</a>"
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Sergio Picos/ ?lvaro Canibe,No,Periodista,01/12/2019,Simeone se mide a su bestia negra en La Liga,<a href='https://as.com/futbol/2019/12/01/primera/1575192458_440560.html' target='_blank'>'Simeone se mide a su bestia negra en La Liga'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Mister Chip,No,Periodista,01/12/2019,Espa?a solo ha perdido un partido ante Polonia,<a href='https://as.com/futbol/2019/12/01/eurocopa/1575163750_473972.html' target='_blank'>'Espa?a solo ha perdido un partido ante Polonia'</a><br/>
Marca,Especial,Estática,Papel,0,No se indica,Ninguna,0,Ninguna,Baloncesto,Jorge Quiroga,No,Periodista,02/12/2019,Lo nunca visto,<a href='https://imgur.com/GmJZwy2' target='_blank'>'Lo nunca visto'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Xabier Isasa,No,Periodista,01/12/2019,Talism?n Le Normand,<a href='https://www.mundodeportivo.com/futbol/real-sociedad/20191201/471991157995/talisman-le-normand.html' target='_blank'>'Talism?n Le Normand'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,1,Una,Interna,0,Ninguna,Fútbol,Pepe Gil-Vernet,Sí,Periodista,01/12/2019,La hegemon?a del Cl?sico tambi?n se juega en las redes sociales,<a href='https://www.mundodeportivo.com/futbol/real-madrid/20191130/471952847431/clasico-madrid-barcelona-real-madrid-redes-sociales.html' target='_blank'>'La hegemon?a del Cl?sico tambi?n se juega en las redes sociales'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,?lvaro Canibe,No,Periodista,01/12/2019,Los n?meros de Jan Oblak y Ter Stegen: los porteros m?s valiosos,<a href='https://as.com/futbol/2019/12/01/primera/1575197417_062035.html?omnil=resscrlltit' target='_blank'>'Los n?meros de Jan Oblak y Ter Stegen: los porteros m?s valiosos'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Tenis,Marco Gonz?lez,No,Periodista,01/12/2019,Nadal y el club m?s selecto del tenis: m?s de 200 semanas de n? 1,<a href='https://as.com/tenis/2019/11/30/mas_tenis/1575145169_168125.html' target='_blank'>'Nadal y el club m?s selecto del tenis: m?s de 200 semanas de n? 1'</a><br/>
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Sebasti?n Canals,No,Periodista,01/12/2019,El Mallorca es el rey de los penaltis: 14 penas m?ximas en sus 15 partidos,<a href='https://www.marca.com/futbol/mallorca/2019/11/30/5de2e08746163fc5978b4579.html' target='_blank'>'El Mallorca es el rey de los penaltis: 14 penas m?ximas en sus 15 partidos'</a><br/>
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Baloncesto,Redacci?n,No,Periodista,01/12/2019,La bestialidad de Harden y sus 60 puntos: los n?meros detr?s de la haza?a,<a href='https://www.marca.com/baloncesto/nba/2019/12/01/5de371a646163fb2848b4573.html' target='_blank'>'La bestialidad de Harden y sus 60 puntos: los n?meros detr?s de la haza?a'</a><br/>
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,2,Dos,Fútbol,J.L. Calder?n/ S. Valga??n,No,Periodista y departamento de infografía,02/12/2019,Zidane cumple su palabra,<a href='https://www.marca.com/futbol/real-madrid/2019/12/02/5de42139ca474113178b45a5.html' target='_blank'>'Zidane cumple su palabra'</a><br/>
Marca,Artículo de datos,Estática,Papel,0,No se indica,Ninguna,0,Ninguna,Fútbol,David G. Medina/ M.Carmen Torres,No,Periodista,02/12/2019,Messi amarga otra noche al Atl?tico,<a href='https://imgur.com/ufmYeb7' target='_blank'>'Messi amarga otra noche al Atl?tico'</a><br/>
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Felipe Olcina,No,Periodista,02/12/2019,El guante y el martillo,<a href='https://www.marca.com/futbol/real-madrid/2019/12/02/5de42137ca474129658b45c5.html' target='_blank'>'El guante y el martillo'</a><br/>
Marca,Especial,Interactiva,Digital,1,Una,Interna,6,Tres o más,Fútbol,T.Alhambra/ L. Lara,No,Equipo multidisciplinar,03/12/2019,"Messi vs Cristiano Ronaldo: goles, t?tulos palmar?s y estad?sticas","<a href='https://www.marca.com/futbol/2019/12/02/5de5509e268e3e3b738b45d7.html' target='_blank'>'Messi vs Cristiano Ronaldo: goles, t?tulos palmar?s y estad?sticas'</a><br/>"
Sport,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Carles Rosell,No,Periodista,02/12/2019,Si el Girona marca el primer gol siempre suma puntos,<a href='https://www.sport.es/es/noticias/girona/girona-marca-primer-gol-siempre-suma-puntos-7758825' target='_blank'>'Si el Girona marca el primer gol siempre suma puntos'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Alberto P. Sierra,No,Periodista,02/12/2019,En LaLiga salen las cuentas,<a href='https://as.com/futbol/2019/12/02/primera/1575286065_287653.html' target='_blank'>'En LaLiga salen las cuentas'</a><br/>
As,Videográfico,Estática,Digital,1,Una,Externa,0,Ninguna,Fútbol,Redacci?n,No,Periodista,01/12/2019,El revelador dato de Valverde con el Madrid que le hace indiscutible para Zidane,<a href='https://as.com/futbol/2019/12/01/videos/1575215632_855720.html?m1=cG9ydGFkYV9wb3J0YWRh&m2=UmVhbCBNYWRyaWQ%3D&m3=Mg%3D%3D&m4=dmlkZW8%3D&m5=MjM%3D' target='_blank'>'El revelador dato de Valverde con el Madrid que le hace indiscutible para Zidane'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Juli?n Burgos,No,Periodista,02/12/2019,"Valencia: 23 puntos, los mismos que en la primera vuelta 2018-19","<a href='https://as.com/futbol/2019/12/02/primera/1575278075_146928.html' target='_blank'>'Valencia: 23 puntos, los mismos que en la primera vuelta 2018-19'</a><br/>"
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Gabriel Forteza,No,Periodista,02/12/2019,R?cord de penaltis,<a href='https://as.com/futbol/2019/12/02/primera/1575283793_901221.html' target='_blank'>'R?cord de penaltis'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Pablo M. Fuentenebro,No,Periodista,02/12/2019,Sin finalistas espa?oles al Bal?n de Oro 26 a?os despu?s,<a href='https://as.com/futbol/2019/12/01/internacional/1575210105_219658.html' target='_blank'>'Sin finalistas espa?oles al Bal?n de Oro 26 a?os despu?s'</a><br/>
Marca,Visualización,Interactiva,Papel y digital,2,Dos,Interna y externa,11,Tres o más,Fútbol,Redacci?n/ Departamento de infografía,No,Equipo multidisciplinar,02/12/2019,Messi ya acecha a Benzema en la lucha por el Pichichi,<a href='https://www.marca.com/futbol/premios-marca/2019/12/02/5de4b7a3ca47413d128b45b7.html' target='_blank'>'Messi ya acecha a Benzema en la lucha por el Pichichi'</a><br/>
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Juan Yordi,No,Periodista,02/12/2019,El D?por de Luis Cesar iguala otro r?cord negativo,<a href='https://www.marca.com/futbol/deportivo/2019/12/02/5de51a2546163f95598b45da.html' target='_blank'>'El D?por de Luis Cesar iguala otro r?cord negativo'</a><br/>
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Juanje Fern?ndez R.,No,Periodista,02/12/2019,"?Espejito, espejito! El M?laga calca los temibles n?meros del Reus","<a href='https://www.marca.com/futbol/malaga/2019/12/02/5de50b20e2704ef8468b459e.html' target='_blank'>'?Espejito, espejito! El M?laga calca los temibles n?meros del Reus'</a><br/>"
Sport,Artículo de datos,Estática,Digital,1,Una,Externa,0,Ninguna,Fútbol,Redacci?n,No,Periodista,02/12/2019,Solo Mandanda juega m?s que Messi,<a href='https://www.sport.es/es/noticias/barca/solo-mandanda-juega-mas-que-messi-7759874' target='_blank'>'Solo Mandanda juega m?s que Messi'</a><br/>
Sport,Artículo de datos,Estática,Papel y digital,1,Una,Externa,0,Ninguna,Fútbol,Redacci?n,No,Periodista,02/12/2019,"El Bar?a, rey de las redes sociales en 2019","<a href='https://www.sport.es/es/noticias/barca/barca-rey-las-redes-sociales-2019-7759662' target='_blank'>'El Bar?a, rey de las redes sociales en 2019'</a><br/>"
Sport,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Juan Manuel D?az/ David Salinas,No,Periodista,02/12/2019,Todos los campos de La Liga en los que ha marcado Leo Messi,<a href='https://www.sport.es/es/noticias/barca/todos-los-campos-liga-los-que-marcado-leo-messi-7759263' target='_blank'>'Todos los campos de La Liga en los que ha marcado Leo Messi'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Redacci?n,No,Periodista,02/12/2019,Un ?rbitro nocivo para la Real en Pucela,<a href='https://www.mundodeportivo.com/futbol/real-sociedad/20191202/472010395039/un-arbitro-nocivo-para-la-real-en-pucela.html' target='_blank'>'Un ?rbitro nocivo para la Real en Pucela'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,I?aki Aiete,No,Periodista,02/12/2019, Los n?meros cantan... y preocupan ,<a href='https://www.mundodeportivo.com/futbol/eibar/20191202/471995779997/los-numeros-cantan-y-preocupan.html' target='_blank'>'Los n?meros cantan... y preocupan'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol, Walter Zimmerman ,No,Periodista,02/12/2019,"Simeone sigue sin ganar al Barcelona en Liga, y ya van 16 partidos","<a href='https://www.mundodeportivo.com/futbol/atletico-madrid/20191201/471996683259/simeone-atleti-atletico-barcelona-messi-oblak.html' target='_blank'>'Simeone sigue sin ganar al Barcelona en Liga, y ya van 16 partidos'</a><br/>"
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol, Juli?n Felipo ,No,Periodista,02/12/2019,Joventut: una racha que dura m?s de dos temporadas,<a href='https://www.mundodeportivo.com/baloncesto/acb/20191202/472020432518/joventut-una-racha-que-dura-mas-de-dos-temporadas.html' target='_blank'>'Joventut: una racha que dura m?s de dos temporadas'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Alberto Mart?nez,No,Periodista,03/12/2019,Sumar cinco puntos para evitar la peor primera vuelta,<a href='https://as.com/futbol/2019/12/02/primera/1575318446_937254.html' target='_blank'>'Sumar cinco puntos para evitar la peor primera vuelta'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Aimara G. Gil,No,Periodista,03/12/2019,El Sporting Huelva es el equipo que m?s rentabiliza sus goles,<a href='https://as.com/futbol/2019/12/02/femenino/1575325143_729227.html' target='_blank'>'El Sporting Huelva es el equipo que m?s rentabiliza sus goles'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Marc Bernad,No,Periodista,03/12/2019,"El Girona impone su ley: si marca primero, no pierde","<a href='https://as.com/futbol/2019/12/02/segunda/1575306072_047435.html' target='_blank'>'El Girona impone su ley: si marca primero, no pierde'</a><br/>"
Sport,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,6,Tres o más,Fútbol,Juan Manuel D?az/ Marc Creus,No,Periodista y departamento de infografía,04/12/2019,Los datos que demuestran que hay Messi para rato,<a href='https://www.sport.es/es/noticias/barca/los-datos-que-demuestran-que-hay-messi-para-rato-7760737' target='_blank'>'Los datos que demuestran que hay Messi para rato'</a><br/><b>Visualización en papel:</b><a href='https://imgur.com/By7DeJ8' target='_blank'>'https://imgur.com/By7DeJ8'</a>
Marca,Especial,Estática,Papel y digital,0,No se indica,Ninguna,3,Tres o más,Fútbol,Adri?n D?az/ Miguel ?ngel Carbonero,No,Periodista y departamento de infografía,04/12/2019,Nino: en el nombre del gol,<a href='https://www.marca.com/futbol/elche/2019/12/04/5de6a51b22601dc0118b45b0.html' target='_blank'>'Nino: en el nombre del gol'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Alberto P.Sierra,No,Periodista,03/12/2019,"Messi, Bal?n de Oro por la m?nima diferencia de siempre","<a href='https://as.com/futbol/2019/12/03/internacional/1575371796_271893.html?m1=cG9ydGFkYV9wb3J0YWRh&m2=QUNUVUFMSURBRA%3D%3D&m3=Mg%3D%3D&m4=dmlkZW8%3D&m5=MjM%3D' target='_blank'>'Messi, Bal?n de Oro por la m?nima diferencia de siempre'</a><br/>"
Marca,Especial,Estática,Papel y digital,0,No se indica,Ninguna,2,Dos,Fórmula 1,Marco Canseco/ Antonio Barrado,No,Periodista y departamento de infografía,06/12/2019,"Fernando Alonso, mucho m?s cerca del t?tulo con Ferrari que Vettel","<a href='https://www.marca.com/motor/formula1/2019/12/06/5de92da946163fd6358b45c2.html' target='_blank'>'Fernando Alonso, mucho m?s cerca del t?tulo con Ferrari que Vettel'</a><br/>"
Marca,Especial,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Antonio Cejas,No,Periodista,09/12/2019,"Joaqu?n, eterno y ?nico","<a href='https://www.marca.com/futbol/betis/2019/12/09/5dee08a946163fb3908b457a.html' target='_blank'>'Joaqu?n, eterno y ?nico'</a><br/>"
Mundo Deportivo,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Manuel Bru?a,No,Periodista,03/12/2019,"El Madrid, fuera del top ten por primera vez desde 2005","<a href='https://www.mundodeportivo.com/futbol/real-madrid/20191203/472042336568/real-madrid-balon-de-oro.html' target='_blank'>'El Madrid, fuera del top ten por primera vez desde 2005'</a><br/>"
Mundo Deportivo,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,?ngel P?rez,No,Periodista,03/12/2019,Los votos del bal?n de oro por continentes,<a href='https://www.mundodeportivo.com/futbol/balon-oro/20191203/472030934419/fc-barcelona-barca-votos-balon-de-oro.html' target='_blank'>'Los votos del bal?n de oro por continentes'</a><br/>
Marca,Especial,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Redacci?n,No,Periodista,09/12/2019,"Salah, a la altura de Torres: el egipcio iguala el registro goleador del espa?ol en el Liverpool","<a href='https://www.marca.com/futbol/premier-league/2019/12/08/5ded397322601ddc378b45e2.html' target='_blank'>'Salah, a la altura de Torres: el egipcio iguala el registro goleador del espa?ol en el Liverpool'</a><br/>"
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Juan Castro,No,Periodista,03/12/2019,Un Ra?l Jim?nez hist?rico... y con n?meros de Cristiano,<a href='https://www.marca.com/claro-mx/futbol/mexicanos-mundo/2019/12/03/5de68eecca474196508b45b1.html' target='_blank'>'Un Ra?l Jim?nez hist?rico... y con n?meros de Cristiano'</a><br/>
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Dar?o Puig,No,Periodista,03/12/2019,Parejo va al l?mite en este Valencia,<a href='https://www.marca.com/futbol/valencia/2019/12/03/5de4f3b346163ff5878b4598.html' target='_blank'>'Parejo va al l?mite en este Valencia'</a><br/>
As,Artículo de datos,Estática,Digital,1,Una,Externa,0,Ninguna,Fútbol,Jaime Candil,No,Periodista,03/12/2019,Van Dijk triunf? en Europa y Asia: el resto del mundo vot? a Messi,<a href='https://as.com/futbol/2019/12/03/internacional/1575362294_556960.html' target='_blank'>'Van Dijk triunf? en Europa y Asia: el resto del mundo vot? a Messi'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Juan Jim?nez,No,Periodista,03/12/2019,Los seis retos de Messi despu?s del sexto Bal?n de Oro,<a href='https://as.com/futbol/2019/12/03/primera/1575363620_032156.html?m1=cG9ydGFkYV9wb3J0YWRh&m2=QmFsw7NuIGRlIE9ybw%3D%3D&m3=MQ%3D%3D&m4=dmlkZW8%3D&m5=MjQ%3D' target='_blank'>'Los seis retos de Messi despu?s del sexto Bal?n de Oro'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Javier R. Beltr?n,No,Periodista,03/12/2019,Garitano suma un a?o en Bilbao con n?meros de Champions,<a href='https://as.com/futbol/2019/12/03/primera/1575389532_574874.html' target='_blank'>'Garitano suma un a?o en Bilbao con n?meros de Champions'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Jorge Puyuelo,No,Periodista,03/12/2019,La imbatibilidad marca el ?xito del Huesca de M?chel,<a href='https://as.com/futbol/2019/12/02/segunda/1575297611_089256.html' target='_blank'>'La imbatibilidad marca el ?xito del Huesca de M?chel'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Nico Garc?a,No,Periodista,03/12/2019,Guti lidera al segundo mejor Almer?a de la historia,<a href='https://as.com/futbol/2019/12/02/segunda/1575299015_500189.html' target='_blank'>'Guti lidera al segundo mejor Almer?a de la historia'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Alejandro Skale,No,Periodista,03/12/2019,Solo una victoria tinerfe?a en La Rosaleda,<a href='https://as.com/futbol/2019/12/03/segunda/1575376450_656773.html' target='_blank'>'Solo una victoria tinerfe?a en La Rosaleda'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Marc Bernad,No,Periodista,02/12/2019,"Dejar la porter?a a cero a domicilio, una asignatura pendiente para el Girona","<a href='https://as.com/futbol/2019/12/02/segunda/1575280309_248970.html' target='_blank'>'Dejar la porter?a a cero a domicilio, una asignatura pendiente para el Girona'</a><br/>"
As,Artículo de datos,Estática,Digital,1,Una,Externa,0,Ninguna,Fútbol,Andr?s Onrubia,No,Periodista,02/12/2019,"Mandanda, el jugador m?s utilizado de Europa desde 2010","<a href='https://as.com/futbol/2019/12/02/internacional/1575294337_443700.html' target='_blank'>'Mandanda, el jugador m?s utilizado de Europa desde 2010'</a><br/>"
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Redacci?n,No,Periodista,03/12/2019,El Espanyol no gana al Real Madrid en el Bernab?u desde la campa?a 1995-96,<a href='https://www.mundodeportivo.com/futbol/20191203/472046750525/el-espanyol-no-gana-al-real-madrid-en-el-bernabeu-desde-el-curso-1995-96.html' target='_blank'>'El Espanyol no gana al Real Madrid en el Bernab?u desde la campa?a 1995-96'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Jaume Miserachs,No,Periodista,03/12/2019,El Celta de ?scar rentabiliza mucho mejor la posesi?n,<a href='https://www.mundodeportivo.com/futbol/celta-vigo/20191203/472039554259/celta-posesion-oscar.html' target='_blank'>'El Celta de ?scar rentabiliza mucho mejor la posesi?n'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Pepe Gil-Vernet,Sí,Periodista,03/12/2019,"Bale, estrella fugaz en los Cl?sicos","<a href='https://www.mundodeportivo.com/futbol/el-clasico-barca-real-madrid/20191203/472026051217/clasico-real-madrid-futbol-bale.html' target='_blank'>'Bale, estrella fugaz en los Cl?sicos'</a><br/>"
Mundo Deportivo,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,1,Una,Fútbol,Sergi Sol?/ Departamento de infografía,Sí,Periodista y departamento de infografía,16/12/2019,Empate t?cnico en el descanso previo al Cl?sico,<a href='https://www.mundodeportivo.com/futbol/fc-barcelona/20191216/472242019805/empate-tecnico-en-el-reposo-previo-al-clasico.html' target='_blank'>'Empate t?cnico en el descanso previo al Cl?sico'</a><br/>
Sport,Artículo de datos,Interactiva,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,David Boti,No,Periodista,03/12/2019,"Messi deshace el empate: Bar?a, 12 - Real Madrid, 11","<a href='https://www.sport.es/es/noticias/barca/messi-deshace-empate-barca-real-madrid-7760002' target='_blank'>'Messi deshace el empate: Bar?a, 12 - Real Madrid, 11'</a><br/>"
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Sergio Santos,No,Periodista,04/12/2019,Valverde est? imperial,<a href='https://as.com/futbol/2019/12/03/primera/1575409181_965717.html' target='_blank'>'Valverde est? imperial'</a><br/>
Marca,Especial,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Polideportivo,?lvaro Roca,No,Periodista,10/12/2019,La estad?sticas ocultas de las estrellas del deporte,<a href='https://www.marca.com/otros-deportes/2019/12/10/5def8b8822601d77018b462e.html' target='_blank'>'La estad?sticas ocultas de las estrellas del deporte'</a><br/>
Marca,Artículo de datos,Estática,Papel,0,No se indica,Ninguna,0,Ninguna,Baloncesto,Jos? Luis Mart?nez,No,Periodista ,04/12/2019,Un seguro de vida,<a href='https://imgur.com/XbdJNC2' target='_blank'>'Un seguro de vida'</a><br/>
Mundo Deportivo,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,1,Una,Fútbol,Gabriel Sans/ Departamento infografía,Sí,Periodista y departamento de infografía,18/12/2019,Los 'influencers' del Cl?sico,<a href='https://www.mundodeportivo.com/futbol/fc-barcelona/20191218/472312737594/barca-clasico-messi-luis-suarez.html' target='_blank'>'Los 'influencers' del Cl?sico'</a><br/>
Sport,Artículo de datos,Estática,Papel,0,No se indica,Ninguna,2,Dos,Fútbol,Javier Giraldo/ Marc Creus,No,Periodista y departamento de infografía,04/12/2019,?Messi gan? por 7 votos!,<a href='https://imgur.com/0BPmCvQ' target='_blank'>'?Messi gan? por 7 votos!'</a><br/>
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,3,Tres o más,Fútbol,Miguel ?ngel Garc?a,No,Periodista,21/11/2019,"Griezmann, no estamos tan mal","<a href='https://www.marca.com/futbol/barcelona/2019/11/21/5dd5394722601d2b3d8b45be.html' target='_blank'>'Griezmann, no estamos tan mal'</a><br/>"
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Roberto Ramajo,No,Periodista,04/12/2019,Solo Ormaetxea supera a Imanol en promedio de puntos,<a href='https://as.com/futbol/2019/12/04/primera/1575452829_043008.html' target='_blank'>'Solo Ormaetxea supera a Imanol en promedio de puntos'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,F.J. D?az,No,Periodista,04/12/2019,Villarreal: mal anfitri?n para que el Atl?tico busque la reacci?n,<a href='https://as.com/futbol/2019/12/04/primera/1575484368_630397.html' target='_blank'>'Villarreal: mal anfitri?n para que el Atl?tico busque la reacci?n'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Javier Miguel,No,Periodista,04/12/2019,"Busquets, el jugador invisible","<a href='https://as.com/futbol/2019/12/04/primera/1575473384_880349.html' target='_blank'>'Busquets, el jugador invisible'</a><br/>"
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Redacci?n,No,Periodista,04/12/2019,El tremendo dato de Falcao que sonroja a este Atl?tico,<a href='https://as.com/futbol/2019/12/03/primera/1575413339_714251.html' target='_blank'>'El tremendo dato de Falcao que sonroja a este Atl?tico'</a><br/>
As,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Marc Bernad,No,Periodista,04/12/2019,El gol en el Girona lleva el sello de la vieja guardia,<a href='https://as.com/futbol/2019/12/04/segunda/1575456757_374394.html' target='_blank'>'El gol en el Girona lleva el sello de la vieja guardia'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Javier Mart?n,No,Periodista,04/12/2019,Ninguna victoria en Segunda del Zaragoza en Riazor,<a href='https://as.com/futbol/2019/12/04/segunda/1575481559_841557.html' target='_blank'>'Ninguna victoria en Segunda del Zaragoza en Riazor'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Nico Garc?a,No,Periodista,04/12/2019,El Almer?a es el m?ximo goleador gracias al trabajo coral,<a href='https://as.com/futbol/2019/12/04/segunda/1575472976_980069.html' target='_blank'>'El Almer?a es el m?ximo goleador gracias al trabajo coral'</a><br/>
As,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Esteban G?mez,No,Periodista,04/12/2019,"Kasper Schmeichel, la clave silenciosa del Leicester","<a href='https://as.com/futbol/2019/12/04/internacional/1575462503_930976.html' target='_blank'>'Kasper Schmeichel, la clave silenciosa del Leicester'</a><br/>"
Marca,Artículo de datos,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Pablo Egea,No,Periodista,04/12/2019,El Atl?tico busca medios para el gol,<a href='https://www.marca.com/futbol/atletico/2019/12/04/5de6a759ca4741a3178b45b5.html' target='_blank'>'El Atl?tico busca medios para el gol'</a><br/>
Marca,Artículo de datos,Estática,Papel y digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,Cristina Navarro,No,Periodista,04/12/2019,La espinita de Diego L?pez,<a href='https://www.marca.com/futbol/espanyol/2019/12/04/5de7d40146163f22a18b45e0.html' target='_blank'>'La espinita de Diego L?pez'</a><br/>
Marca,Previa,Estática,Digital,0,No se indica,Ninguna,0,Ninguna,Fútbol,?lvaro Lorenzo,No,Periodista,04/12/2019,El Lugo visita a su 'bestia negra'... que no olvida la afrenta de 2015,<a href='https://www.marca.com/futbol/lugo/2019/12/04/5de7fced268e3e6a6f8b4585.html' target='_blank'>'El Lugo visita a su 'bestia negra'... que no olvida la afrenta de 2015'</a><br/>
